1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q1,6837066,2334914,1717934,1444386,273548,19842,5250,591888,4502152,0,154281,793835,3557,250393,110786,6963,69757,62887,56153,4797,51356,0,610222,42619,0,170603,1205619,1169734,45136,775307,3131,753581,469994,204908,21579,41915,15185,10693,7902,6061759,ND,ND,ND,ND,1216171,1177170,39001,157229,1293610,468.5924399006661,974392,67.46063725347656
1976:Q2,7040774,2420257,1789837,1510149,279688,20418,5419,604583,4620517,0,160004,817141,3341,254814,107997,7584,73874,65359,55980,3881,52099,0,629097,42441,0,173063,1225423,1212591,46621,802059,3575,779804,483990,213148,23638,43672,15356,10635,8045,6238715,ND,ND,ND,ND,1265699,1225494,40205,160499,1311899,475.5483863735541,1026159,67.95084458553427
1976:Q3,7182015,2471450,1826561,1541764,284797,21082,5572,618235,4710565,0,161997,837266,3322,259652,108305,6993,74962,69392,56093,3165,52928,0,640103,40957,0,175284,1246444,1241282,48164,827219,4082,804218,501121,220688,22208,44704,15497,10723,8196,6354796,ND,ND,ND,ND,1299699,1258795,40904,163309,1342259,473.4403383415874,1040643,67.49690614127714
1976:Q4,7379000,2543163,1880025,1589977,290048,21838,5735,635565,4835837,0,169708,856844,3099,264475,102804,11611,72859,77201,60263,7424,52839,0,664031,41436,0,177810,1268980,1279516,49675,855353,4700,831561,517073,228961,24073,45896,15558,10717,8375,6523647,ND,ND,ND,ND,1339461,1297729,41732,166031,1372140,475.4359498190515,1072904,67.47921510814308
1977:Q1,7504066,2630038,1949358,1650002,299356,22450,5882,652348,4874028,0,169574,892047,2939,266405,107210,7418,73367,78410,55059,1431,53628,0,608789,37826,0,180110,1295455,1314418,51407,872133,5453,847274,531310,229155,24587,46514,15708,10824,8582,6631933,ND,ND,ND,ND,1387319,1344392,42927,171535,1400016,473.7041169134058,1118692,67.79943297038427
1977:Q2,7721911,2742978,2047570,1740633,306937,23059,6053,666296,4978933,0,172912,912466,3017,263216,99559,7507,77953,78197,56724,2271,54453,0,622067,40651,0,182542,1324260,1347783,53295,910866,6363,884821,554091,242048,24636,48103,15943,10864,8818,6811045,ND,ND,ND,ND,1442352,1398071,44281,174935,1437330,473.8678805700891,1186542,68.16727018274386
1977:Q3,7900423,2839326,2125108,1809353,315755,23729,6239,684250,5061097,0,180829,938050,2956,267199,103718,7832,76821,78828,55013,-282,55295,0,591498,40413,0,184977,1352772,1392177,55213,949050,7291,921797,579911,252953,24160,48680,16093,10902,9060,6951373,ND,ND,ND,ND,1508264,1462324,45940,179232,1479197,469.9423582275974,1229442,67.94926142107151
1977:Q4,8097096,2947298,2211304,1886806,324498,24480,6434,705080,5149798,0,184665,958246,3197,273177,104849,8260,78817,81251,60722,5344,55378,0,559025,40355,0,187791,1382302,1443281,57037,986885,8100,958409,602997,264892,24474,49728,16318,11092,9284,7110211,ND,ND,ND,ND,1573197,1525650,47547,183364,1528880,465.0601016643783,1283809,68.04138846283084
1978:Q1,8293478,3042450,2286391,1953165,333226,25249,6657,724153,5251028,0,184363,987664,4734,281144,108498,8452,84708,79486,58327,1906,56421,0,525569,39400,0,190447,1415193,1505366,58821,1009796,8808,980148,621021,266971,23380,52193,16583,11306,9534,7283682,ND,ND,ND,ND,1634981,1586053,48928,187407,1566088,465.0876722759788,1332144,68.20437597438004
1978:Q2,8591877,3172610,2392252,2047892,344360,26115,6894,747349,5419267,0,191103,1006749,6050,282973,103882,8340,92098,78653,62616,3598,59018,0,559106,41664,0,193515,1451956,1562981,60553,1060157,9431,1029366,648036,284526,24417,55477,16910,11570,9790,7531720,ND,ND,ND,ND,1701932,1651512,50420,192920,1615146,466.3181874171499,1399856,68.35594845821947
1978:Q3,8886207,3288677,2483986,2129042,354944,27005,7164,770522,5597530,0,198214,1030747,7215,290711,109593,8388,97663,75067,66687,5066,61621,0,594913,43683,0,196379,1489718,1616970,62293,1107727,10039,1075905,678951,298022,23817,58223,16892,11724,10059,7778480,ND,ND,ND,ND,1766131,1714331,51800,198063,1656310,469.6270816164241,1450091,68.11002319353024
1978:Q4,9110278,3408033,2577511,2210877,366634,27912,7463,795147,5702245,0,201337,1048950,8928,300274,109094,9657,104168,77355,73592,11147,62445,0,567841,41080,0,199349,1521778,1675021,64095,1150252,10700,1117324,708641,311305,24471,55754,17153,11879,10349,7960026,ND,ND,ND,ND,1831729,1778531,53198,203983,1698742,468.5835798542369,1502236,67.94751585004502
1979:Q1,9449333,3562042,2704236,2324853,379383,28853,7779,821174,5887291,0,195195,1070963,15693,313257,116054,11425,109320,76458,69082,4274,64808,0,602005,42476,0,201981,1560261,1750402,65976,1177797,11398,1143615,733605,313819,22925,56035,17231,12119,10665,8271536,ND,ND,ND,ND,1890787,1836244,54543,210755,1751759,472.1846008509445,1591248,68.44510169030042
1979:Q2,9770166,3717645,2832579,2438382,394197,29758,8116,847192,6052521,0,206801,1082553,22681,324078,119609,11300,116924,76245,74717,6651,68066,0,613786,43252,0,204874,1595727,1816156,67896,1225353,12118,1189963,763421,327319,21881,60075,17267,12262,11010,8544813,ND,ND,ND,ND,1978037,1921345,56692,218334,1783413,479.1269705045548,1674961,68.69149296541724
1979:Q3,10103093,3845429,2937035,2527395,409640,30635,8482,869277,6257664,0,220038,1103342,29822,330849,126951,12373,121212,70313,79654,8476,71178,0,652390,44837,0,207470,1635416,1883997,69849,1275760,12854,1239248,795927,341528,21675,62614,17504,12298,11360,8827333,ND,ND,ND,ND,2063644,2004864,58780,226301,1836023,480.7855212002734,1731468,68.50800923480502
1979:Q4,10427542,3962150,3025997,2603271,422726,31525,8850,895778,6465392,0,221039,1115447,39459,369779,156100,12405,123569,77705,86010,14399,71611,0,684612,38388,0,210280,1684319,1944230,71830,1321228,13600,1283309,826724,354616,22486,61871,17612,12627,11692,9106314,ND,ND,ND,ND,2135421,2074957,60464,232381,1883828,483.3941576274051,1776547,68.24287598179367
1980:Q1,10650038,4113377,3142501,2709296,433205,32849,9252,928775,6536661,0,211672,1140176,54525,374967,162305,18949,123903,69810,89737,8741,80996,0,625258,39456,0,212738,1720020,1994161,73951,1350243,14339,1311016,856228,349662,22115,65448,17563,12885,12003,9299795,ND,ND,ND,ND,2208600,2146312,62288,238045,1947118,477.6184769390546,1853068,68.3966609776119
1980:Q2,11014676,4224000,3229277,2784958,444319,34074,9621,951028,6790676,0,216035,1159218,69928,371851,157425,17399,126511,70516,95007,12065,82942,0,715648,44130,0,215426,1775914,2051929,75590,1368494,15056,1328092,873960,345637,22715,67904,17876,13058,12288,9646182,ND,ND,ND,ND,2272239,2208356,63883,244467,1977275,487.8523160522275,1910998,68.61855726370021
1980:Q3,11445130,4369921,3354028,2898047,455981,35214,9989,970690,7075209,0,234910,1190354,70003,377411,160995,16719,128655,71042,102933,16096,86837,0,806795,49129,0,217843,1832462,2116169,77200,1404495,15820,1362685,901374,350336,21851,70792,18332,13403,12587,10040635,ND,ND,ND,ND,2336649,2271167,65482,251263,2046297,490.6733979026375,1996673,68.8971917984767
1980:Q4,11813058,4451457,3413722,2943161,470561,36150,10389,991196,7361601,0,238699,1239537,64366,389606,173142,18565,129980,67919,109476,22221,87255,0,896643,52060,0,220528,1884123,2187657,78906,1446947,16700,1403502,926526,358044,23844,76832,18256,13806,12939,10366111,ND,ND,ND,ND,2405706,2338531,67175,260753,2125848,487.6224050262913,2016635,68.51935724888989
1981:Q1,12017642,4514991,3458906,2976773,482133,37243,10750,1008092,7502651,0,241672,1242638,98522,384462,164932,14183,142831,62516,104005,14626,89379,0,899135,52359,0,222820,1936656,2239474,80908,1456193,17634,1411232,940590,353902,22230,76061,18449,13969,13358,10561449,ND,ND,ND,ND,2466175,2397417,68758,267761,2177992,484.9167960420073,2036183,68.40236054277568
1981:Q2,12342522,4716030,3637211,3145246,491965,38344,11185,1029290,7626492,0,249611,1263473,108564,387817,159455,14166,150846,63350,108699,13063,95636,0,879520,53153,0,225469,1986110,2281109,82967,1493595,18563,1446912,964154,361610,23855,78570,18723,14261,13859,10848927,ND,ND,ND,ND,2507818,2438002,69816,273164,2217133,489.3223254996334,2181092,69.3456728026997
1981:Q3,12478078,4842252,3743288,3243369,499919,39224,11567,1048173,7635826,0,259581,1288576,137398,404493,169801,13443,159179,62070,111927,12289,99638,0,734663,48742,0,227675,2029134,2308710,84927,1524585,19660,1476150,981849,371928,23464,79902,19007,14430,14345,10953493,ND,ND,ND,ND,2539514,2468903,70611,277193,2302221,475.7793868431925,2261520,69.72749631633035
1981:Q4,12821776,4916986,3803851,3292960,510891,40085,12053,1060997,7904790,0,284890,1336755,154610,413549,168182,14503,159290,71574,119766,18359,101407,0,795965,52640,0,230103,2084376,2345345,86791,1556065,21100,1505467,998261,377882,26284,83987,19053,14776,14722,11265711,38000,ND,ND,ND,2581167,2509469,71698,283309,2339999,481.4408331045551,2294699,69.68499465526456
1982:Q1,12965183,5030606,3903891,3379724,524167,40830,12379,1073506,7934577,0,278757,1385026,164885,429115,172555,14032,171865,70663,119980,14104,105876,0,674492,49981,0,232020,2133338,2378741,88241,1560136,22860,1507348,1007909,373537,24266,81708,19928,14927,15001,11405047,45500,ND,ND,ND,2616144,2543382,72762,292167,2375323,480.147199493719,2371815,70.17777191273606
1982:Q2,13126617,5075210,3935371,3402543,532828,41669,12713,1085457,8051407,0,280294,1425819,175381,444827,177157,13880,189001,64789,125915,17173,108742,0,645931,50031,0,234054,2189682,2389915,89558,1584350,24914,1529156,1019260,380887,25267,83431,20311,15086,15194,11542267,53000,ND,ND,ND,2653469,2579577,73892,297689,2412547,478.4266196451863,2383283,70.04416990468599
1982:Q3,13357399,5096901,3948646,3409839,538807,42230,13032,1092993,8260498,0,293329,1448867,201364,477007,195251,13848,199607,68301,122082,17554,104528,0,686458,55666,0,235699,2264107,2384812,91108,1594325,27186,1536483,1017736,386815,24622,86833,20477,15307,15349,11763074,60500,ND,ND,ND,2672394,2597884,74510,300962,2462319,477.7234057812929,2392103,70.1529603010582
1982:Q4,13719586,5147965,3989640,3447373,542267,42670,13405,1102250,8571621,2427,305157,1510402,186712,476678,187493,14634,201436,73115,134201,23313,110888,0,837851,65110,0,237912,2331384,2388477,95310,1629030,29600,1568308,1031175,396718,26881,92616,20918,15607,15515,12090556,68000,ND,ND,ND,2683834,2608923,74911,302007,2497228,484.159083109802,2416198,70.08809316543351
1983:Q1,14051623,5221734,4047656,3500620,547036,43250,13682,1117146,8829889,2536,310556,1584354,164329,491625,195183,13772,212809,69861,127671,17947,109724,0,916878,76160,0,239825,2406659,2410887,98409,1622222,32309,1558062,1026258,391910,23251,94186,22457,16186,15665,12429401,77750,ND,ND,ND,2707623,2632243,75380,303097,2541526,489.0526744550455,2474362,70.68353605932664
1983:Q2,14402305,5290132,4100094,3548174,551920,43777,13933,1132328,9112173,2490,317506,1629330,150654,522111,211824,13570,230972,65745,130213,18856,111357,0,1022313,92057,0,242193,2494857,2406275,102174,1673327,35463,1605334,1053751,403838,23371,100633,23741,16720,15810,12728978,87500,ND,ND,ND,2727139,2651444,75695,306149,2582521,492.8896040613002,2494423,70.30159738502114
1983:Q3,14621263,5365194,4154821,3594626,560195,44367,14299,1151707,9256069,2601,317164,1685427,150913,564758,229989,15265,245528,73976,130445,19773,110672,0,988741,95017,0,244236,2554285,2415692,106790,1731147,38535,1659338,1087568,420612,23017,102153,25988,17324,15950,12890116,97250,ND,ND,ND,2757313,2681028,76285,311627,2655754,485.3655768229648,2507058,69.74461320871768
1983:Q4,14785208,5444819,4209949,3640002,569947,45262,14644,1174964,9340389,6937,315392,1728457,149944,557979,229992,15982,246846,65159,133886,22573,111313,0,930005,98040,0,246680,2614619,2446913,111538,1793755,41000,1718608,1116384,444878,25965,102953,28428,18048,16099,12991453,107000,ND,ND,ND,2797853,2720724,77129,317342,2732912,475.3703529524096,2523618,69.3301267416886
1984:Q1,15060800,5652372,4396412,3819616,576796,45872,14989,1195099,9408428,7190,300196,1792411,163904,558253,246237,17247,255286,39483,129801,18812,110989,0,867350,100040,0,247938,2681420,2453505,106420,1826137,43368,1748091,1144101,452010,19588,100544,31848,18729,15949,13234663,120000,ND,ND,ND,2832691,2754934,77757,320490,2817775,469.6848929723134,2675515,70.0467010296323
1984:Q2,15353817,5828730,4543312,3956244,587068,46612,15202,1223604,9525087,7280,307729,1861428,166718,610322,272409,18352,274693,44868,131162,18757,112405,0,805710,100241,0,249458,2733014,2443005,109020,1891150,45649,1810350,1177677,479799,17216,101793,33865,19551,15600,13462667,133000,ND,ND,ND,2875025,2796447,78578,326641,2892421,465.4463070849088,2778567,70.23244774589232
1984:Q3,15737097,5992617,4683921,4086554,597367,47316,15499,1245881,9744480,7026,306037,1913406,167650,644697,289882,21295,290727,42793,135305,20638,114667,0,839090,113338,0,250814,2816453,2439225,111439,1946892,48212,1863135,1211497,501839,14718,100118,34963,20290,15255,13790205,146000,ND,ND,ND,2921363,2841856,79507,331781,2953265,466.9477753881291,2875057,70.35406848900075
1984:Q4,16089321,6150814,4817378,4209845,607533,48100,15698,1269638,9938507,6902,327378,1975034,194318,641080,279888,28852,291045,41295,130906,27897,103009,0,835651,119018,0,252717,2896256,2445062,114184,2013977,51171,1926507,1243294,526584,19631,101644,35354,21191,15108,14075344,159000,ND,ND,ND,2967423,2887002,80421,336794,2995748,469.8440434186032,2966551,70.46698868960733
1985:Q1,16566866,6328668,4964699,4349017,615682,48555,15968,1299446,10238198,7017,321737,2018349,201589,709146,300575,27955,318434,62182,147256,23530,123726,0,882999,135840,0,254827,2994428,2448785,116225,2088221,53635,1997703,1304981,536023,18349,101284,37066,21812,15071,14478645,179500,ND,ND,ND,3000978,2919811,81167,341816,3023121,478.9303886724653,3044036,69.99365603767473
1985:Q2,16979575,6524175,5133309,4511010,622299,49116,16221,1325529,10455400,6812,332403,2044858,207124,729312,284777,41449,331444,71642,157818,32068,125750,0,934893,162766,0,257670,3064338,2434439,122968,2163818,56013,2069948,1343287,559592,24054,105823,37192,22677,15180,14815757,200000,ND,ND,ND,3028078,2946343,81735,345045,3106975,476.8547200543289,3167723,70.22203453328633
1985:Q3,17275237,6731397,5314782,4683899,630883,49694,16487,1350434,10543840,7207,344072,2073824,203542,761075,300689,36538,347919,75929,151605,29522,122083,0,865657,179161,0,260483,3117095,2446727,133392,2255833,57850,2158958,1402164,585905,20334,112784,37771,23746,15279,15019404,220500,ND,ND,ND,3071053,2988317,82736,349176,3121548,481.1524296843228,3281735,70.06417089693863
1985:Q4,17892150,6938257,5494250,4853183,641067,50419,16706,1376882,10953893,7791,338859,2101333,206063,797524,291512,26235,396557,83220,165942,49768,116174,0,1014295,219442,0,264250,3184551,2508609,145234,2369310,81334,2248450,1450249,610574,26136,122919,38572,24317,15209,15522840,241000,ND,ND,ND,3130579,3046413,84166,353560,3176623,488.65854447297,3402934,70.1175702626503
1986:Q1,18415229,7081602,5611373,4960972,650401,51159,17057,1402013,11333627,7952,351593,2124231,223253,798780,266644,23010,401061,108065,167507,52392,115115,0,1145443,275257,0,268176,3277160,2544888,149386,2393408,78698,2274705,1476952,606799,25032,125798,40124,25037,14968,16021821,263000,ND,ND,ND,3194158,3108468,85690,359055,3241309,494.3009399434243,3484020,70.22857617418522
1986:Q2,18858937,7267817,5762366,5102772,659594,52297,17420,1435734,11591120,8126,385015,2140134,234247,814319,246344,26301,414905,126769,161641,46306,115335,0,1189856,312493,0,272767,3352890,2565459,154172,2459114,78393,2340567,1525857,627891,17137,126441,43241,25606,14548,16399823,285000,ND,ND,ND,3253207,3166144,87063,364526,3279358,500.0924814773913,3576915,70.0974881887727
1986:Q3,19125927,7463403,5909884,5240844,669040,53402,17745,1482372,11662524,8447,403893,2174439,250254,816386,269180,27121,401511,118574,162446,49510,112936,0,1069515,338139,0,277335,3402031,2599510,160129,2545610,79199,2426301,1587994,649888,13052,129755,45612,25981,14129,16580317,307000,ND,ND,ND,3323152,3234440,88712,369610,3317667,499.7583300149055,3652850,69.69965143018949
1986:Q4,19785248,7644458,6050052,5371553,678499,54289,18069,1522048,12140790,8753,456032,2223118,246652,856369,287362,28333,415426,125248,171599,58997,112602,0,1230927,375743,0,282494,3496575,2626877,165650,2632766,78372,2513920,1649024,666355,22885,132416,43240,26589,13885,17152482,329000,ND,ND,ND,3388026,3297809,90217,374980,3342776,513.1208793582738,3722529,69.30079625017197
1987:Q1,20417523,7824031,6196224,5511119,685105,55365,18524,1553918,12593492,8687,420106,2235686,258846,872318,265026,24622,439311,143359,172468,54184,118284,0,1449383,453009,0,289493,3603243,2657069,173185,2638258,78339,2516654,1681564,644317,18688,126023,46062,29412,13853,17779265,347750,ND,ND,ND,3452474,3361109,91365,378878,3405257,522.1122852101744,3829555,69.48779367674696
1987:Q2,20798214,8011470,6347965,5654934,693031,56214,19002,1588289,12786744,8525,432879,2268596,256795,932911,284246,23579,467885,157201,170858,52488,118370,0,1421873,458493,0,295874,3683857,2675848,180235,2731548,78188,2609135,1752706,660313,19610,129548,46958,30032,14193,18066666,366500,ND,ND,ND,3508362,3416087,92275,384319,3405848,530.4601525862249,3902228,69.00572137535116
1987:Q3,21290033,8193125,6491446,5789861,701585,57090,19498,1625091,13096908,8400,437622,2308891,262175,989758,297432,25247,495166,171913,171409,53155,118254,0,1481749,458924,0,303181,3791416,2696526,186856,2809325,77948,2686738,1802929,679637,25738,131715,46719,30136,14503,18480708,385250,ND,ND,ND,3566972,3473718,93254,390358,3499570,528.0851167262095,3986932,68.86058231795202
1987:Q4,21291601,8330644,6599166,5886600,712566,58601,20155,1652722,12960957,9759,451269,2364522,272141,1007764,314223,32650,522408,138483,181024,63195,117829,0,1190765,404113,51818,307411,3793453,2733335,193583,2875810,78073,2739416,1828608,698640,26822,131595,53751,43228,15093,18415791,404000,ND,ND,ND,3628634,3534331,94303,398184,3577374,514.7851709986828,4057992,68.93609214147386
1988:Q1,21846280,8517332,6756505,6030737,725768,59712,20947,1680168,13328948,9724,442448,2430023,296133,1016458,315830,29363,530837,140428,183422,65445,117977,0,1296748,422040,52512,313598,3889951,2777698,198192,2920727,78178,2783719,1875598,693732,28582,130013,55794,43867,14963,18925553,420000,ND,ND,ND,3685813,3590712,95101,405537,3658509,517.3023384048016,4155139,68.8993567452867
1988:Q2,22364351,8752685,6951128,6214341,736787,60742,21684,1719131,13611666,10130,446997,2467228,278076,1050978,344410,23996,546663,135909,186738,68276,118462,0,1377585,428843,53230,320976,3975667,2812757,202462,3006460,78285,2868618,1942104,710128,27891,131386,57109,44534,15023,19357891,436000,ND,ND,ND,3750602,3654522,96080,410803,3737002,518.0059169673145,4272237,68.74802975890766
1988:Q3,22764113,8926826,7084294,6336889,747405,61705,22332,1758495,13837287,10318,445791,2511476,275807,1101789,370220,28115,570922,132532,187607,68389,119218,0,1406763,424255,53960,327230,4041678,2842807,207806,3087447,78989,2948070,1999589,725838,30938,133281,58424,45201,15187,19676666,452000,ND,ND,ND,3809296,3712403,96893,416019,3819629,515.1459886902023,4337300,68.44525760195579
1988:Q4,23338661,9095149,7208380,6448740,759640,63306,23011,1800452,14243512,10708,461030,2551343,285064,1194461,393146,49653,594022,157640,189097,68779,120318,0,1526974,420389,54690,335493,4122627,2877596,214041,3161942,79564,3020992,2054832,745206,27035,135587,58332,45844,15542,20176719,468000,ND,ND,ND,3877884,3779939,97945,421681,3894692,518.056867299025,4393908,68.13591492291518
1989:Q1,23818838,9260692,7336146,6565935,770211,64584,23750,1836212,14558146,11153,441463,2578331,310778,1235142,408420,45376,592872,188475,191536,70735,120801,0,1594431,427100,56177,339256,4236703,2918625,217450,3206537,79271,3061829,2088877,753193,31561,127642,60556,49987,15450,20612300,487500,ND,ND,ND,3937094,3838527,98567,427644,3984353,517.3311794416315,4477058,68.18614074004692
1989:Q2,24327571,9433869,7479451,6696770,782681,65728,24499,1864191,14893702,11032,437678,2577496,332092,1257752,427922,38927,598924,191979,200331,77234,123097,0,1676839,456276,57688,347913,4363111,2954344,221150,3294926,79517,3145734,2146493,769617,32793,134557,62274,54110,15565,21032645,507000,ND,ND,ND,4017573,3917842,99731,435021,4026198,522.3946892583344,4550277,67.94733371461167
1989:Q3,24951533,9674310,7685516,6892699,792817,67215,25229,1896350,15277223,11268,434964,2604839,364163,1286995,431648,49637,609002,196708,195115,69663,125452,0,1809334,476389,59187,353699,4485774,2969626,225870,3379234,80471,3224841,2210690,784207,30530,135587,63827,58229,15693,21572299,526500,ND,ND,ND,4060127,3960139,99988,440919,4076921,529.1321297306026,4682009,67.92707370508997
1989:Q4,25434600,9817873,7797521,6994317,803204,68558,26019,1925775,15616727,11874,452195,2631287,378599,1309889,405759,75461,624005,204664,209615,81300,128315,0,1887354,468721,60646,365056,4614121,2996830,230542,3462684,82715,3301235,2260115,809285,31077,135204,65554,62363,16371,21971916,546000,ND,ND,ND,4118329,4017703,100626,446678,4143873,530.2265760252118,4734202,67.68640383328352
1990:Q1,25596504,9907516,7843596,7050047,793549,70032,26759,1967129,15688988,11755,437794,2647604,405408,1346957,424184,81808,639185,201781,208763,77200,131563,0,1774018,461905,62140,371121,4693199,3029281,239043,3530872,82882,3366855,2334912,792320,32533,139804,67286,65124,16011,22065632,568750,ND,ND,ND,4178204,4076636,101568,452701,4236338,520.8657167159668,4715135,66.88090448191339
1990:Q2,25939111,9988874,7897682,7104769,792913,71144,27537,1992511,15950237,12312,446443,2642633,390937,1393075,433317,97519,653836,208403,213432,79313,134119,0,1832074,484148,63586,379039,4799831,3052163,240563,3603971,83695,3436366,2395411,798712,32020,141378,68845,67888,16022,22335140,591500,ND,ND,ND,4221264,4119151,102113,458124,4304602,518.8665574679271,4709358,66.28447019178245
1990:Q3,25842077,10069809,7952600,7158183,794417,72647,28316,2016246,15772268,12949,446108,2656928,413995,1448323,478322,107364,653763,208874,219587,82730,136857,0,1507293,444432,65030,385062,4851462,3075819,245280,3667630,84265,3496733,2446737,812302,30188,136920,70586,70660,15972,22174447,614250,ND,ND,ND,4261057,4158458,102599,464182,4357787,508.8465021702316,4711446,65.81902250892441
1990:Q4,26386336,10098112,7955742,7160423,795319,74319,28931,2039120,16288224,13427,463000,2682304,420793,1522632,504684,117763,659885,240300,231900,92666,139234,0,1706368,470940,66518,391499,4970059,3099045,249739,3734297,85694,3558700,2489255,824391,31355,140847,72852,73444,16459,22652039,637000,ND,ND,ND,4286949,4184180,102769,469035,4377750,517.435642314143,4671168,65.2359166490583
1991:Q1,26965024,10160722,7987099,7195528,791571,75981,29813,2067829,16804302,13959,473979,2683771,468104,1505514,503579,93979,655848,252108,231793,91433,140360,0,1998462,516151,67527,398156,5096058,3099458,251371,3760140,85495,3582616,2529152,802207,33900,142325,75032,75698,16331,23204884,671750,ND,ND,ND,4313809,4211092,102717,476556,4411695,525.9856785860809,4666376,64.85105526654888
1991:Q2,27087249,10208006,8016799,7228780,788019,76826,30674,2083707,16879243,13957,475889,2636427,446878,1551051,513454,97392,676350,263856,231659,89448,142211,0,1968509,537636,68572,406828,5194232,3094086,253519,3825484,86925,3644486,2590113,801306,32075,143765,77227,77969,16104,23261765,706500,ND,ND,ND,4348840,4246013,102827,480553,4468169,520.6106898671896,4638667,64.16943384637518
1991:Q3,27430869,10255175,8042520,7273653,768867,77694,31518,2103443,17175694,14409,481253,2616478,442742,1568590,522073,101953,692550,252015,244074,101217,142857,0,2094273,585136,69625,411498,5314792,3077136,255688,3867635,89027,3682490,2613968,802500,32550,154048,79424,80243,15875,23563234,741250,ND,ND,ND,4388153,4285155,102998,483250,4516830,521.6763564762094,4659685,64.06251645493674
1991:Q4,28102215,10324869,8096642,7346600,750042,78767,32071,2117389,17777346,14565,510351,2600463,445494,1579518,527786,105075,694930,251727,265430,124300,141130,0,2461379,646801,70662,418284,5447838,3057025,259535,3951438,89511,3763689,2667356,815581,33942,165202,81608,82501,15737,24150777,776000,ND,ND,ND,4386102,4283892,102210,481235,4587353,526.4643175868658,4679244,63.69264680260257
1992:Q1,28179395,10422052,8177216,7439268,737948,80072,32669,2132095,17757343,14566,523621,2448803,467341,1631643,563728,112298,694118,261500,247394,107723,139671,0,2385886,670372,71284,425297,5555013,3052681,263441,3971738,90587,3781795,2707721,793353,35198,162248,83275,83683,15673,24207657,800250,ND,ND,ND,4404047,4302387,101660,484659,4708927,514.0801087802379,4731547,63.60232579334419
1992:Q2,28316270,10467033,8199411,7473210,726201,80953,33590,2153079,17849237,14953,531476,2414399,448536,1622345,571981,100150,686403,263812,254712,116599,138113,0,2350320,714710,71906,429671,5688835,3039463,267910,4015833,91820,3823496,2740695,792332,36406,169120,84943,84865,15652,24300437,824500,ND,ND,ND,4485038,4382512,102526,489993,4787216,507.6110395725269,4732515,63.3263964213504
1992:Q3,28734711,10565588,8277535,7563988,713547,82042,34469,2171542,18169123,15504,554972,2385646,439888,1651505,596610,116147,687019,251729,253499,116978,136521,0,2435101,767030,72530,439062,5840576,3041208,272602,4083660,91436,3890497,2795327,801933,35837,170791,86610,86047,15680,24651051,848750,ND,ND,ND,4544406,4441302,103104,495799,4840071,509.3117607830689,4768661,63.04427188409078
1992:Q4,29421171,10669533,8357872,7656637,701235,82840,35566,2193255,18751638,15600,618253,2355243,424952,1662084,625522,120632,653544,262386,250443,116107,134336,0,2770362,815039,73154,447350,6006234,3036255,276669,4156856,91891,3961974,2840353,824769,37172,171404,88277,87229,15762,25264315,873000,ND,ND,ND,4644247,4539926,104321,503019,4896050,516.0142340737235,4816284,62.90339309542819
1993:Q1,29784396,10706449,8380792,7680925,699867,83413,35844,2206400,19077947,15445,594708,2310884,433407,1699259,642106,107398,649607,300148,264682,132351,132331,0,2830372,891599,74214,455592,6144933,3082849,280003,4165047,92579,3967354,2854188,807262,36092,179014,90798,89225,15889,25619348,903000,ND,ND,ND,4730744,4625715,105029,509426,4943686,518.2236183461208,4826737,62.84056659842402
1993:Q2,30130572,10842067,8485473,7787091,698382,83928,36414,2236252,19288505,15352,614469,2287502,424119,1687742,644312,74334,643024,326072,274814,144548,130266,0,2829561,965013,75276,464817,6254746,3112346,282748,4233488,93812,4032439,2907828,818662,33081,179551,93317,91222,16015,25897083,933000,ND,ND,ND,4819319,4713596,105723,516472,4992314,518.7390755113735,4879263,62.65835085271252
1993:Q3,30638645,10984940,8597944,7896300,701644,84400,36717,2265879,19653705,14697,639765,2271959,420899,1696530,644510,69733,628936,353351,270576,142413,128163,0,2925161,1048508,76336,474544,6377592,3150479,286658,4320533,93740,4117434,2958017,842668,31022,189889,95838,93218,16141,26318112,963000,ND,ND,ND,4900686,4794475,106211,523341,5018395,524.4328475309985,4938283,62.53920481744615
